"name","gender","ID","reg","falculty","department","course","code","photo","date","Action"
"Esteban Mbiti","Male",46872530,"X75/1529/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:963","<button id=""editreg_40"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_40"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Sidney Ngao","Male",47421783,"X74/2668/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:962","<button id=""editreg_41"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_41"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Sidney Mutindi","Female",98400231,"X75/9478/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageg.png","29-06-2023 13:961","<button id=""editreg_42"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_42"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Lana Nthiga","Male",73036452,"X74/6674/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:960","<button id=""editreg_43"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_43"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Marc Ngure","Male",28800124,"X74/7308/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:96","<button id=""editreg_44"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_44"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Katelynn Ngala","Female",19573774,"X74/8857/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageg.png","29-06-2023 13:959","<button id=""editreg_45"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_45"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Ali Mule","Male",40018640,"X75/8017/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:958","<button id=""editreg_46"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_46"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Yadira Jeptoo","Male",80447809,"X74/7734/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:957","<button id=""editreg_47"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_47"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Case Apiyo","Male",90848668,"X75/7881/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:956","<button id=""editreg_48"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_48"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Jeremiah Kimemia","Male",49365487,"X75/4392/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:955","<button id=""editreg_49"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_49"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Nathalie Abdallah","Male",78709612,"X75/4263/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:954","<button id=""editreg_50"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_50"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Tyshawn Esekon","Male",25646604,"X75/8800/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:953","<button id=""editreg_51"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_51"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Dominique Orina","Male",76503906,"X75/8175/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:952","<button id=""editreg_52"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_52"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Dax Wesonga","Male",43488925,"X75/2015/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:951","<button id=""editreg_53"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_53"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Rhianna Mwita","Female",65985813,"X74/5330/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageg.png","29-06-2023 13:950","<button id=""editreg_54"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_54"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Scarlet Chelangat","Female",47601739,"X75/1634/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageg.png","29-06-2023 13:95","<button id=""editreg_55"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_55"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Caiden Mongare","Female",53715044,"X75/4125/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageg.png","29-06-2023 13:949","<button id=""editreg_56"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_56"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Ashley Chai","Female",22656121,"X74/8232/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageg.png","29-06-2023 13:948","<button id=""editreg_57"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_57"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Yasmin Kimeu","Female",37927918,"X74/9635/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageg.png","29-06-2023 13:947","<button id=""editreg_58"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_58"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
